label,x_ctr,y_ctr,z_ctr,length,width,height,num_points,is_car_cluster
3,0.6510916512875629,0.9986700070051732,0.0,6.244483470916748,2.1635207533836365,0.0,558,0
0,0.17945297522916837,-0.9404375081204168,0.0,2.0850455164909363,0.6681389808654785,0.0,437,1
1,0.4250115611721677,0.5930223003151381,0.0,4.256441652774811,1.0863999426364899,0.0,550,0
0,0.35688357747646604,-0.9449878542076254,0.0,3.8682122826576233,1.1005749106407166,0.0,426,0
1,1.9178054897408736,-0.5522607047306863,0.0,0.4511432647705078,0.3006435036659241,0.0,38,1
2,0.5097555670323748,0.7683731260687131,0.0,4.97229278087616,1.4498146176338196,0.0,551,0
0,0.4818588904120903,-0.7367271244665172,0.0,4.700034141540527,0.9490651190280914,0.0,535,0
1,7.497053073002742,1.2526653088056123,0.0,0.4426116943359375,0.46661198139190674,0.0,13,1
2,0.407216830597586,0.9722087477453675,0.0,4.163969397544861,0.7924840450286865,0.0,443,0
0,0.39908195911689165,-0.4978621471256693,0.0,4.348751664161682,1.8790220618247986,0.0,592,0
1,5.626317315631443,2.2132114503118725,0.0,0.37215471267700195,0.7588735818862915,0.0,18,1
2,0.3430513343149808,1.3180963164123594,0.0,4.173439145088196,1.774998128414154,0.0,389,0
0,0.16507955849691475,-0.4314521178040156,0.0,2.0992670953273773,1.1582415401935577,0.0,397,0
1,12.15958518248338,-6.142952332129846,0.0,0.6843233108520508,1.3144888877868652,0.0,26,0
2,1.7600522927748852,-0.5960536285852774,0.0,0.15787339210510254,0.29382824897766113,0.0,39,1
3,0.6677427396444097,1.2157897857193587,0.0,7.939343214035034,4.383794546127319,0.0,587,0
0,0.16507955849691475,-0.4314521178040156,0.0,2.0992670953273773,1.1582415401935577,0.0,397,0
1,12.118787433790123,-6.222039139789084,0.0,0.6367282867431641,1.140578269958496,0.0,23,0
2,3.9309214210510253,-1.521443281173706,0.0,0.5179805755615234,0.3005639314651489,0.0,25,1
3,0.6677427396444097,1.2157897857193587,0.0,7.939343214035034,4.383794546127319,0.0,587,0
0,0.3200808552642775,-1.0432186812162398,0.0,3.709675908088684,1.5328626036643982,0.0,400,0
1,1.5838690500992996,-0.6391366756879366,0.0,0.5509939193725586,0.35848093032836914,0.0,65,1
2,0.5104750647577666,0.7037315393929156,0.0,5.3429529666900635,2.2360504865646362,0.0,581,0
0,0.18823513044847806,-0.8871037826571666,0.0,2.7502844631671906,2.019351601600647,0.0,355,0
1,7.180858855551862,-4.96369428837553,0.0,1.0371475219726562,1.4153251647949219,0.0,47,0
2,1.2333192959533517,0.4370710542314959,0.0,3.832747757434845,2.8544105291366577,0.0,423,0
3,-0.16057834064619184,0.42060912455000526,0.0,0.5275532156229019,0.2900409698486328,0.0,205,1
0,0.11455300291762376,-0.8460281069685773,0.0,2.227026641368866,2.0615666210651398,0.0,328,0
1,5.669421256672252,-4.908371422507546,0.0,1.2072348594665527,1.4146842956542969,0.0,55,0
2,1.5323922893352058,0.13078804862205706,0.0,3.1655129194259644,2.9693281650543213,0.0,338,0
3,0.21985059361310821,0.8189425774633068,0.0,0.49567659199237823,0.29427570104599,0.0,146,1
4,-0.8622545447137396,2.395337168443001,0.0,2.298748657107353,2.192092776298523,0.0,118,0
0,0.30825291969019003,-0.4715809366422261,0.0,3.2035512924194336,0.08435732126235962,0.0,501,0
1,8.09151183641874,0.33502966775542886,0.0,0.4424419403076172,1.7477850914001465,0.0,52,0
2,0.9005207398436929,1.2151927014653996,0.0,4.751774430274963,0.11190831661224365,0.0,387,0
3,-0.38422453986561816,0.59594540881074,0.0,0.20989543199539185,0.31740081310272217,0.0,92,1
0,-0.42729129848571923,-0.7780068076573885,0.0,0.4831468164920807,0.18407905101776123,0.0,130,1
1,1.0672744478622171,-1.5510819661311614,0.0,4.605140656232834,0.6269965171813965,0.0,312,0
2,6.901304974700466,-1.641486664613088,0.0,0.29079341888427734,2.0058547258377075,0.0,66,0
3,0.2437504064747862,0.26341161010066855,0.0,2.835916131734848,0.43109235912561417,0.0,546,0
0,0.17226281632726934,-0.8036558072516734,0.0,2.1756714582443237,0.11279088258743286,0.0,427,0
1,2.954537553694642,-0.8315453471489322,0.0,0.0858602523803711,1.4343513697385788,0.0,103,0
2,1.2748956435347256,0.13926263222552743,0.0,0.5571485757827759,0.42186255753040314,0.0,73,1
3,0.4227354872516118,0.8911254957037152,0.0,3.8448792099952698,0.10643792152404785,0.0,477,0
0,0.17226281632726934,-0.8036558072516734,0.0,2.1756714582443237,0.11279088258743286,0.0,427,0
1,2.9544695615768433,-1.2322136293286863,0.0,0.07490754127502441,0.6643313765525818,0.0,46,0
2,2.349390947818756,-0.39049683275322117,0.0,0.2896890640258789,0.6430829912424088,0.0,60,1
3,0.7462427939631605,0.8229337865276038,0.0,3.8718095421791077,1.028152920305729,0.0,547,0
0,-0.45658171699620986,-1.7654328728789714,0.0,1.202746868133545,3.2076996564865112,0.0,201,0
1,1.330533012360002,-0.6362167207844184,0.0,2.4277331233024597,3.2456083595752716,0.0,269,0
2,5.095521963559664,0.9425987876378573,0.0,0.23181438446044922,0.31332677602767944,0.0,13,0
3,4.373778174905216,1.2720137063194723,0.0,0.3277616500854492,0.40580809116363525,0.0,17,1
4,8.881659250992994,3.511066253368671,0.0,0.3881406784057617,0.9652915000915527,0.0,26,0
0,0.16931144727316233,-0.8006101881248363,0.0,2.201658248901367,0.2521500587463379,0.0,414,0
1,3.196568215977062,-1.4707909280603582,0.0,0.5982742309570312,0.7471563816070557,0.0,55,0
2,2.728486151530825,-0.5280074877985592,0.0,0.39940857887268066,0.3035276234149933,0.0,29,1
3,7.732753112398345,-0.4715406641309395,0.0,0.14745235443115234,0.9431406976378867,0.0,29,0
4,3.437463071129539,0.7607071708549152,0.0,0.5223891735076904,0.811674028635025,0.0,55,0
0,-0.2190779694318787,-1.037312469699166,0.0,1.7635262608528137,0.5120227932929993,0.0,297,0
1,1.9021774995507617,-1.018163119475826,0.0,1.371050238609314,1.9995366632938385,0.0,264,1
2,6.17394183621262,1.462856920379581,0.0,0.7272777557373047,1.7215136289596558,0.0,66,0
3,1.273551195440158,1.5761628816944893,0.0,2.71090167760849,0.7802281379699707,0.0,213,0
4,-0.19201058757963393,0.62187828818058,0.0,0.6573402583599091,0.19287240505218506,0.0,221,0
0,-6.420069366693497,-7.12378403544426,0.0,0.4704437255859375,0.5838131904602051,0.0,16,0
1,0.22588976641875028,-0.9272999884970377,0.0,2.6769281029701233,1.76809623837471,0.0,341,0
2,1.4574258355207221,-0.7892299252887105,0.0,0.12627053260803223,0.2770915627479553,0.0,43,1
3,0.6083674165740046,0.8095159848327494,0.0,5.143170952796936,3.2150789499282837,0.0,617,0
